MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,MassFeature_Column,Volume,Adjusted_Area_VolNormed,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFFlag,RFratio,nmolinEnviroave,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,molFractionC_pertotalC
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,43409216,170419,Smp,U3_B,B,170419,66557341.42698847,170419_Smp_U3_B I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,15,4437156.095132564,11,0.8450704225352113,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,1.084885948711284,C2H7NO3S,2,1,2.169771897422568,1.084885948711284,178.43287758311817,31.740187459348377,0.01216015751588066,0.034180199789329055,4.45,4.875891904320378e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,20380908,170419,Smp,U3_B,B,170419,17117321.90303448,170419_Smp_U3_B I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,15,1141154.7935356318,22,0.6901408450704225,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.26853625275540444,C10H14N5O7P,10,5,2.6853625275540445,1.3426812637770222,178.43287758311817,31.740187459348377,0.015049707004266298,0.04230224744251045,4.45,6.034522533829314e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,2653969920,170419,Smp,U3_B,B,170419,3216223619.2248096,170419_Smp_U3_B Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,15,214414907.94832063,1,0.9859154929577464,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,1.2159367405177164,C2H6O4S,2,NA,2.4318734810354328,NA,178.43287758311817,31.740187459348377,0.013629066089026165,NA,4.45,5.464884227045916e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,3979370,170419,Smp,U3_B,B,170419,2820826.3894529403,170419_Smp_U3_B Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,15,188055.092630196,42,0.4084507042253521,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.024968699869889654,C3H6O6S,3,NA,0.07490609960966896,NA,178.43287758311817,31.740187459348377,4.197998744641439e-4,NA,4.45,1.6832831372959317e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,69553640,170419,Smp,U4_A,A,170419,32931895.46161184,170419_Smp_U4_A I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,13.5,2439399.6638230993,5,0.9166666666666666,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.5964339234032839,C2H7NO3S,2,1,1.1928678468065679,0.5964339234032839,104.0174718663877,20.62547226910255,0.011467956540405328,0.028917346261048103,5.14,2.3207545657715327e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,3974355,170419,Smp,U4_A,A,170419,3240645.735347903,170419_Smp_U4_A I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,13.5,240047.8322479928,30,0.5,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.0807615594033965,C10H14N5O7P,10,5,0.8076155940339649,0.40380779701698244,104.0174718663877,20.62547226910255,0.007764230177324071,0.019578111557808846,5.14,1.571236564268414e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,870111104,170419,Smp,U4_A,A,170419,1266547223.1814706,170419_Smp_U4_A Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,13.5,93818312.82825708,1,0.9833333333333332,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.532039187912987,C2H6O4S,2,NA,1.064078375825974,NA,104.0174718663877,20.62547226910255,0.010229804250509008,NA,5.14,2.070191392657537e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1227830,170419,Smp,U4_A,A,170419,1087351.1443672206,170419_Smp_U4_A Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,13.5,80544.52921238671,35,0.41666666666666663,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.010694164927617185,C3H6O6S,3,NA,0.03208249478285156,NA,104.0174718663877,20.62547226910255,3.0843371029111433e-4,NA,5.14,6.241730502500303e-6
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,18505314,170419,Smp,U4_B,B,170419,23584374.24289728,170419_Smp_U4_B I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,12,1965364.52024144,12,0.8285714285714285,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.4805321936824787,C2H7NO3S,2,1,0.9610643873649574,0.4805321936824787,84.7492487489202,16.41724717195619,0.011340093293478338,0.02926996156233305,5.14,1.8697750726944697e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,6114146,170419,Smp,U4_B,B,170419,5734942.624263746,170419_Smp_U4_B I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,12,477911.88535531214,24,0.6571428571428571,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.10738648199115144,C10H14N5O7P,10,5,1.0738648199115144,0.5369324099557572,84.7492487489202,16.41724717195619,0.012671083646923733,0.03270538625214468,5.14,2.089231167143024e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,1267877632,170419,Smp,U4_B,B,170419,1190647561.5753915,170419_Smp_U4_B Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,12,99220630.13128264,1,0.9857142857142858,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.5626754722811736,C2H6O4S,2,NA,1.1253509445623473,NA,84.7492487489202,16.41724717195619,0.013278594927682892,NA,5.14,2.1893987248294695e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1120418,170419,Smp,U4_B,B,170419,1078323.7001710616,170419_Smp_U4_B Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,12,89860.30834758846,44,0.37142857142857144,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.011931051895301909,C3H6O6S,3,NA,0.03579315568590573,NA,84.7492487489202,16.41724717195619,4.2234186396090945e-4,NA,5.14,6.9636489661295195e-6
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,73726880,170419,Smp,U6_A,A,170419,55387904.3222024,170419_Smp_U6_A I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10,5538790.43222024,6,0.9032258064516128,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,1.354235862777939,C2H7NO3S,2,1,2.708471725555878,1.354235862777939,140.8114995175071,29.63819733239288,0.019234733916168072,0.04569224799977411,5.35,5.062563973001641e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,4175475,170419,Smp,U6_A,A,170419,3114262.299274978,170419_Smp_U6_A I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10,311426.2299274978,31,0.5,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.09386552013641586,C10H14N5O7P,10,5,0.9386552013641586,0.4693276006820793,140.8114995175071,29.63819733239288,0.006666040803346858,0.01583522760910734,5.35,1.7544957034844086e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,725347648,170419,Smp,U6_A,A,170419,1179309176.4145544,170419_Smp_U6_A Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10,117930917.64145544,1,0.9838709677419356,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.6687806224638855,C2H6O4S,2,NA,1.337561244927771,NA,140.8114995175071,29.63819733239288,0.009498948946009002,NA,5.35,2.5001144765005067e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,2226058,170419,Smp,U6_A,A,170419,1687046.7847401395,170419_Smp_U6_A Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10,168704.67847401398,38,0.3870967741935484,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.02239948104860582,C3H6O6S,3,NA,0.06719844314581747,NA,140.8114995175071,29.63819733239288,4.7722269399924036e-4,NA,5.35,1.256045666276962e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,98830648,170419,Smp,U6_B,B,170419,110830713.41427606,170419_Smp_U6_B I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10.5,10555306.039454862,6,0.9104477611940298,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,2.5807753797784336,C2H7NO3S,2,1,5.161550759556867,2.5807753797784336,153.05388396343815,32.52955501729368,0.03372374895621642,0.07933632594747812,5.35,9.647758429078256e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,6347981,170419,Smp,U6_B,B,170419,5234337.697166042,170419_Smp_U6_B I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10.5,498508.3521110517,30,0.5522388059701493,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.11250430222134632,C10H14N5O7P,10,5,1.125043022213463,0.5625215111067315,153.05388396343815,32.52955501729368,0.007350633600923292,0.01729262852835455,5.35,2.1028841536700245e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,1478421504,170419,Smp,U6_B,B,170419,1455316182.720906,170419_Smp_U6_B Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10.5,138601541.21151486,1,0.9850746268656716,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.7860027451639762,C2H6O4S,2,NA,1.5720054903279523,NA,153.05388396343815,32.52955501729368,0.010270928444412927,NA,5.35,2.938328019304584e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,2302279,170419,Smp,U6_B,B,170419,1733873.503747335,170419_Smp_U6_B Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10.5,165130.80988069857,48,0.28358208955223885,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.02192496663353282,C3H6O6S,3,NA,0.06577489990059845,NA,153.05388396343815,32.52955501729368,4.297499560109883e-4,NA,5.35,1.2294373813195973e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,88462264,170419,Smp,U7_A,A,170419,113787057.63219276,170419_Smp_U7_A I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10,11378705.763219276,5,0.9242424242424242,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,2.7820968504079397,C2H7NO3S,2,1,5.5641937008158795,2.7820968504079397,128.65306238533296,31.538049310103702,0.043249601662418126,0.08821397997867458,5.35,0.0010400362057599775
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,8337519,170419,Smp,U7_A,A,170419,8272485.358861858,170419_Smp_U7_A I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10,827248.5358861858,24,0.6363636363636364,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.1729503383180947,C10H14N5O7P,10,5,1.729503383180947,0.8647516915904735,128.65306238533296,31.538049310103702,0.013443157520812488,0.027419314463226388,5.35,3.2327166040765367e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,1564287744,170419,Smp,U7_A,A,170419,1581673415.065566,170419_Smp_U7_A Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10,158167341.5065566,1,0.9848484848484848,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.8969594676420038,C2H6O4S,2,NA,1.7939189352840077,NA,128.65306238533296,31.538049310103702,0.013943849466334372,NA,5.35,3.353119505203753e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1451054,170419,Smp,U7_A,A,170419,1532560.7178422338,170419_Smp_U7_A Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10,153256.07178422337,49,0.25757575757575757,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.02034831817686228,C3H6O6S,3,NA,0.06104495453058684,NA,128.65306238533296,31.538049310103702,4.744928212260437e-4,NA,5.35,1.1410271874876044e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,19923104,170419,Smp,U7_B,B,170419,37984474.71252768,170419_Smp_U7_B I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10,3798447.471252768,13,0.8,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.9287215054256326,C2H7NO3S,2,1,1.8574430108512652,0.9287215054256326,114.96321432823301,23.887190867802044,0.01615684653308366,0.038879477732037225,5.35,3.471856095049094e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,5732451,170419,Smp,U7_B,B,170419,5729486.648375819,170419_Smp_U7_B I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10,572948.6648375819,23,0.6461538461538461,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.11555139163095053,C10H14N5O7P,10,5,1.1555139163095054,0.5777569581547527,114.96321432823301,23.887190867802044,0.010051162217945492,0.024186894195814428,5.35,2.1598390959056175e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,1031773440,170419,Smp,U7_B,B,170419,891160551.4252802,170419_Smp_U7_B Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10,89116055.14252803,1,0.9846153846153848,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.5053729083237064,C2H6O4S,2,NA,1.0107458166474128,NA,114.96321432823301,23.887190867802044,0.00879190637242987,NA,5.35,1.8892445170979677e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,2310218,170419,Smp,U7_B,B,170419,2464266.129960924,170419_Smp_U7_B Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10,246426.6129960924,30,0.5384615384615384,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.032718880694991084,C3H6O6S,3,NA,0.09815664208497325,NA,114.96321432823301,23.887190867802044,8.538091306730944e-4,NA,5.35,1.8347035903733317e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,83767936,170419,Smp,U8_A,A,170419,46920684.684577,170419_Smp_U8_A I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10,4692068.468457701,5,0.921875,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,1.147212097722912,C2H7NO3S,2,1,2.294424195445824,1.147212097722912,128.75311376797276,28.18703796084043,0.017820339472182617,0.040699987679326435,5.35,4.288643355973503e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,2504919,170419,Smp,U8_A,A,170419,2257876.368507152,170419_Smp_U8_A I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10,225787.6368507152,30,0.53125,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.07043086431821421,C10H14N5O7P,10,5,0.7043086431821421,0.3521543215910711,128.75311376797276,28.18703796084043,0.005470226098386898,0.012493484490293394,5.35,1.3164647536114806e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,724850880,170419,Smp,U8_A,A,170419,996542312.0779706,170419_Smp_U8_A Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10,99654231.20779708,1,0.984375,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.5651344033541428,C2H6O4S,2,NA,1.1302688067082856,NA,128.75311376797276,28.18703796084043,0.008778574541856548,NA,5.35,2.1126519751556738e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1278866,170419,Smp,U8_A,A,170419,1370310.446923321,170419_Smp_U8_A Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10,137031.0446923321,40,0.375,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.018194067386989168,C3H6O6S,3,NA,0.0545822021609675,NA,128.75311376797276,28.18703796084043,4.239291816998742e-4,NA,5.35,1.0202280777750935e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,35105828,170419,Smp,U8_B,B,170419,47920443.647223875,170419_Smp_U8_B I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10,4792044.364722388,11,0.8405797101449275,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,1.1716562332777456,C2H7NO3S,2,1,2.343312466555491,1.1716562332777456,142.39171942820838,29.109742819452027,0.016456802937455585,0.04024962503257874,5.35,4.380023301972881e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,5216203,170419,Smp,U8_B,B,170419,4879923.561481606,170419_Smp_U8_B I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10,487992.35614816064,31,0.5507246376811594,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.10167801175762198,C10H14N5O7P,10,5,1.0167801175762197,0.5083900587881098,142.39171942820838,29.109742819452027,0.0071407250481925946,0.01746460152332187,5.35,1.900523584254616e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,1499630720,170419,Smp,U8_B,B,170419,1376220225.9751554,170419_Smp_U8_B Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10,137622022.59751552,1,0.9855072463768116,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.7804479417122039,C2H6O4S,2,NA,1.5608958834244078,NA,142.39171942820838,29.109742819452027,0.010961984936289687,NA,5.35,2.917562398924127e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1757500,170419,Smp,U8_B,B,170419,1636767.324552031,170419_Smp_U8_B Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10,163676.7324552031,46,0.33333333333333337,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.021731903939420233,C3H6O6S,3,NA,0.0651957118182607,NA,142.39171942820838,29.109742819452027,4.578616795980986e-4,NA,5.35,1.2186114358553402e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,24857816,170419,Smp,U9_A,A,170419,30726336.16815559,170419_Smp_U9_A I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10,3072633.616815558,13,0.8059701492537313,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.751259808073428,C2H7NO3S,2,1,1.502519616146856,0.751259808073428,144.449474407212,28.351435453370367,0.010401696664614787,0.026498122442831003,5.35,2.808447880648329e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,7131617,170419,Smp,U9_A,A,170419,6536205.36084262,170419_Smp_U9_A I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10,653620.536084262,24,0.6417910447761195,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.14774622084357014,C10H14N5O7P,10,5,1.4774622084357014,0.7387311042178507,144.449474407212,28.351435453370367,0.010228228344193515,0.02605621522877889,5.35,2.761611604552713e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,769139840,170419,Smp,U9_A,A,170419,619048516.7545582,170419_Smp_U9_A Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10,61904851.67545582,1,0.9850746268656716,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.3510594682466248,C2H6O4S,2,NA,0.7021189364932496,NA,144.449474407212,28.351435453370367,0.004860654144811444,NA,5.35,1.3123718439126162e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1834649,170419,Smp,U9_A,A,170419,1665422.1624265693,170419_Smp_U9_A Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10,166542.21624265693,40,0.4029850746268657,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.02211236374867233,C3H6O6S,3,NA,0.06633709124601699,NA,144.449474407212,28.351435453370367,4.5924079349024576e-4,NA,5.35,1.2399456307666726e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,11565670,170419,Smp,U9_B,B,170419,15690681.11118512,170419_Smp_U9_B I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10,1569068.111118512,14,0.7846153846153846,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.38363760702283173,C2H7NO3S,2,1,0.7672752140456635,0.38363760702283173,85.59069649068628,18.00560238004496,0.008964469802265904,0.02130656886258941,5.35,1.434159278590025e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,2182453,170419,Smp,U9_B,B,170419,2492665.196729102,170419_Smp_U9_B I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10,249266.51967291025,28,0.5692307692307692,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.052609321873534814,C10H14N5O7P,10,5,0.5260932187353482,0.2630466093676741,85.59069649068628,18.00560238004496,0.00614661686732034,0.014609153518751495,5.35,9.83351810720277e-5
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,421097920,170419,Smp,U9_B,B,170419,340118375.2055047,170419_Smp_U9_B Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10,34011837.520550475,1,0.9846153846153848,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.19287951220128874,C2H6O4S,2,NA,0.3857590244025775,NA,85.59069649068628,18.00560238004496,0.004507020508292681,NA,5.35,7.210449054253785e-5
